ToxPrint_ID,ToxPrint_chemotype_name (original),Level 1,Level 2,Level 3,Level 4,Level 5,Level 2 full,Level 3 full,Level 4 full,Level 5 full
1,atom:element_main_group,atom:element,main_group,,,,atom:element_main_group,atom:element_main_group,atom:element_main_group,atom:element_main_group
2,atom:element_metal_group_I_II,atom:element,metal_group,I_II,,,atom:element_metal_group,atom:element_metal_group_I_II,atom:element_metal_group_I_II,atom:element_metal_group_I_II
3,atom:element_metal_group_III,atom:element,metal_group,III,,,atom:element_metal_group,atom:element_metal_group_III,atom:element_metal_group_III,atom:element_metal_group_III
4,atom:element_metal_metalloid,atom:element,metal,metalloid,,,atom:element_metal,atom:element_metal_metalloid,atom:element_metal_metalloid,atom:element_metal_metalloid
5,atom:element_metal_poor_metal,atom:element,metal,poor_metal,,,atom:element_metal,atom:element_metal_poor_metal,atom:element_metal_poor_metal,atom:element_metal_poor_metal
6,atom:element_metal_transistion_metal,atom:element,metal,transistion_metal,,,atom:element_metal,atom:element_metal_transistion_metal,atom:element_metal_transistion_metal,atom:element_metal_transistion_metal
7,atom:element_noble_gas,atom:element,noble_gas,,,,atom:element_noble_gas,atom:element_noble_gas,atom:element_noble_gas,atom:element_noble_gas
8,bond:C#N_cyano_acylcyanide,bond,C#N,cyano,acylcyanide,,bond:C#N,bond:C#N_cyano,bond:C#N_cyano_acylcyanide,bond:C#N_cyano_acylcyanide
9,bond:C#N_cyano_cyanamide,bond,C#N,cyano,cyanamide,,bond:C#N,bond:C#N_cyano,bond:C#N_cyano_cyanamide,bond:C#N_cyano_cyanamide
10,bond:C#N_cyano_cyanohydrin,bond,C#N,cyano,cyanohydrin,,bond:C#N,bond:C#N_cyano,bond:C#N_cyano_cyanohydrin,bond:C#N_cyano_cyanohydrin
11,bond:C#N_nitrile_ab-acetylenic,bond,C#N,nitrile,ab-acetylenic,,bond:C#N,bond:C#N_nitrile,bond:C#N_nitrile_ab-acetylenic,bond:C#N_nitrile_ab-acetylenic
12,bond:C#N_nitrile_ab-unsaturated,bond,C#N,nitrile,ab-unsaturated,,bond:C#N,bond:C#N_nitrile,bond:C#N_nitrile_ab-unsaturated,bond:C#N_nitrile_ab-unsaturated
13,bond:C#N_nitrile_generic,bond,C#N,nitrile,generic,,bond:C#N,bond:C#N_nitrile,bond:C#N_nitrile_generic,bond:C#N_nitrile_generic
14,bond:C#N_nitrile_isonitrile,bond,C#N,nitrile,isonitrile,,bond:C#N,bond:C#N_nitrile,bond:C#N_nitrile_isonitrile,bond:C#N_nitrile_isonitrile
15,bond:C#N_nitrile,bond,C#N,nitrile,,,bond:C#N,bond:C#N_nitrile,bond:C#N_nitrile,bond:C#N_nitrile
16,bond:C(~Z)~C~Q_a-haloalcohol,bond,C(~Z)~C~Q,a-haloalcohol,,,bond:C(~Z)~C~Q,bond:C(~Z)~C~Q_a-haloalcohol,bond:C(~Z)~C~Q_a-haloalcohol,bond:C(~Z)~C~Q_a-haloalcohol
17,bond:C(~Z)~C~Q_a-halocarbonyl,bond,C(~Z)~C~Q,a-halocarbonyl,,,bond:C(~Z)~C~Q,bond:C(~Z)~C~Q_a-halocarbonyl,bond:C(~Z)~C~Q_a-halocarbonyl,bond:C(~Z)~C~Q_a-halocarbonyl
18,bond:C(~Z)~C~Q_a-haloether,bond,C(~Z)~C~Q,a-haloether,,,bond:C(~Z)~C~Q,bond:C(~Z)~C~Q_a-haloether,bond:C(~Z)~C~Q_a-haloether,bond:C(~Z)~C~Q_a-haloether
19,bond:C(~Z)~C~Q_a-haloketone_perhalo,bond,C(~Z)~C~Q,a-haloketone_perhalo,,,bond:C(~Z)~C~Q,bond:C(~Z)~C~Q_a-haloketone_perhalo,bond:C(~Z)~C~Q_a-haloketone_perhalo,bond:C(~Z)~C~Q_a-haloketone_perhalo
20,bond:C(~Z)~C~Q_b-halocarbonyl,bond,C(~Z)~C~Q,b-halocarbonyl,,,bond:C(~Z)~C~Q,bond:C(~Z)~C~Q_b-halocarbonyl,bond:C(~Z)~C~Q_b-halocarbonyl,bond:C(~Z)~C~Q_b-halocarbonyl
21,bond:C(~Z)~C~Q_haloamine_haloethyl_(N-mustard),bond,C(~Z)~C~Q,haloamine_haloethyl_(N-mustard),,,bond:C(~Z)~C~Q,bond:C(~Z)~C~Q_haloamine_haloethyl_(N-mustard),bond:C(~Z)~C~Q_haloamine_haloethyl_(N-mustard),bond:C(~Z)~C~Q_haloamine_haloethyl_(N-mustard)
22,bond:C(~Z)~C~Q_halocarbonyl_dichloro_quinone_(1_2-),bond,C(~Z)~C~Q,halocarbonyl,dichloro,quinone_(1_2-),bond:C(~Z)~C~Q,bond:C(~Z)~C~Q_halocarbonyl,bond:C(~Z)~C~Q_halocarbonyl_dichloro,bond:C(~Z)~C~Q_halocarbonyl_dichloro_quinone_(1_2-)
23,bond:C(~Z)~C~Q_halocarbonyl_dichloro_quinone_(1_4-),bond,C(~Z)~C~Q,halocarbonyl,dichloro,quinone_(1_4-),bond:C(~Z)~C~Q,bond:C(~Z)~C~Q_halocarbonyl,bond:C(~Z)~C~Q_halocarbonyl_dichloro,bond:C(~Z)~C~Q_halocarbonyl_dichloro_quinone_(1_4-)
24,bond:C(~Z)~C~Q_halocarbonyl_dichloro_quinone_(1_5-),bond,C(~Z)~C~Q,halocarbonyl,dichloro,quinone_(1_5-),bond:C(~Z)~C~Q,bond:C(~Z)~C~Q_halocarbonyl,bond:C(~Z)~C~Q_halocarbonyl_dichloro,bond:C(~Z)~C~Q_halocarbonyl_dichloro_quinone_(1_5-)
25,bond:C(~Z)~C~Q_haloether_dibenzodioxin_1-halo,bond,C(~Z)~C~Q,haloether,dibenzodioxin,1-halo,bond:C(~Z)~C~Q,bond:C(~Z)~C~Q_haloether,bond:C(~Z)~C~Q_haloether_dibenzodioxin,bond:C(~Z)~C~Q_haloether_dibenzodioxin_1-halo
26,bond:C(~Z)~C~Q_haloether_dibenzodioxin_2-halo,bond,C(~Z)~C~Q,haloether,dibenzodioxin,2-halo,bond:C(~Z)~C~Q,bond:C(~Z)~C~Q_haloether,bond:C(~Z)~C~Q_haloether_dibenzodioxin,bond:C(~Z)~C~Q_haloether_dibenzodioxin_2-halo
27,bond:C(~Z)~C~Q_haloether_dibenzodioxin_dichloro_(2_7-),bond,C(~Z)~C~Q,haloether,dibenzodioxin,dichloro_(2_7-),bond:C(~Z)~C~Q,bond:C(~Z)~C~Q_haloether,bond:C(~Z)~C~Q_haloether_dibenzodioxin,bond:C(~Z)~C~Q_haloether_dibenzodioxin_dichloro_(2_7-)
28,bond:C(~Z)~C~Q_haloether_dibenzodioxin_tetrachloro_(2_3_7_8-),bond,C(~Z)~C~Q,haloether,dibenzodioxin,tetrachloro_(2_3_7_8-),bond:C(~Z)~C~Q,bond:C(~Z)~C~Q_haloether,bond:C(~Z)~C~Q_haloether_dibenzodioxin,bond:C(~Z)~C~Q_haloether_dibenzodioxin_tetrachloro_(2_3_7_8-)
29,bond:C(~Z)~C~Q_haloether_pyrimidine_2-halo-,bond,C(~Z)~C~Q,haloether,pyrimidine,2-halo-,bond:C(~Z)~C~Q,bond:C(~Z)~C~Q_haloether,bond:C(~Z)~C~Q_haloether_pyrimidine,bond:C(~Z)~C~Q_haloether_pyrimidine_2-halo-
30,bond:C(=O)N_carbamate_dithio,bond,C(=O)N,carbamate,dithio,,bond:C(=O)N,bond:C(=O)N_carbamate,bond:C(=O)N_carbamate_dithio,bond:C(=O)N_carbamate_dithio
31,bond:C(=O)N_carbamate_thio,bond,C(=O)N,carbamate,thio,,bond:C(=O)N,bond:C(=O)N_carbamate,bond:C(=O)N_carbamate_thio,bond:C(=O)N_carbamate_thio
32,bond:C(=O)N_carbamate_thio_generic,bond,C(=O)N,carbamate,thio,generic,bond:C(=O)N,bond:C(=O)N_carbamate,bond:C(=O)N_carbamate_thio,bond:C(=O)N_carbamate_thio_generic
33,bond:C(=O)N_carbamate,bond,C(=O)N,carbamate,,,bond:C(=O)N,bond:C(=O)N_carbamate,bond:C(=O)N_carbamate,bond:C(=O)N_carbamate
34,bond:C(=O)N_carboxamide_(NH2),bond,C(=O)N,carboxamide,(NH2),,bond:C(=O)N,bond:C(=O)N_carboxamide,bond:C(=O)N_carboxamide_(NH2),bond:C(=O)N_carboxamide_(NH2)
35,bond:C(=O)N_carboxamide_(NHR),bond,C(=O)N,carboxamide,(NHR),,bond:C(=O)N,bond:C(=O)N_carboxamide,bond:C(=O)N_carboxamide_(NHR),bond:C(=O)N_carboxamide_(NHR)
36,bond:C(=O)N_carboxamide_(NR2),bond,C(=O)N,carboxamide,(NR2),,bond:C(=O)N,bond:C(=O)N_carboxamide,bond:C(=O)N_carboxamide_(NR2),bond:C(=O)N_carboxamide_(NR2)
37,bond:C(=O)N_carboxamide_generic,bond,C(=O)N,carboxamide,generic,,bond:C(=O)N,bond:C(=O)N_carboxamide,bond:C(=O)N_carboxamide_generic,bond:C(=O)N_carboxamide_generic
38,bond:C(=O)N_carboxamide_thio,bond,C(=O)N,carboxamide,thio,,bond:C(=O)N,bond:C(=O)N_carboxamide,bond:C(=O)N_carboxamide_thio,bond:C(=O)N_carboxamide_thio
39,bond:C(=O)N_dicarboxamide_N-hydroxy,bond,C(=O)N,dicarboxamide_N-hydroxy,,,bond:C(=O)N,bond:C(=O)N_dicarboxamide_N-hydroxy,bond:C(=O)N_dicarboxamide_N-hydroxy,bond:C(=O)N_dicarboxamide_N-hydroxy
40,bond:C(=O)O_acidAnhydride,bond,C(=O)O,acidAnhydride,,,bond:C(=O)O,bond:C(=O)O_acidAnhydride,bond:C(=O)O_acidAnhydride,bond:C(=O)O_acidAnhydride
41,bond:C(=O)O_carboxylicAcid_alkenyl,bond,C(=O)O,carboxylicAcid,alkenyl,,bond:C(=O)O,bond:C(=O)O_carboxylicAcid,bond:C(=O)O_carboxylicAcid_alkenyl,bond:C(=O)O_carboxylicAcid_alkenyl
42,bond:C(=O)O_carboxylicAcid_alkyl,bond,C(=O)O,carboxylicAcid,alkyl,,bond:C(=O)O,bond:C(=O)O_carboxylicAcid,bond:C(=O)O_carboxylicAcid_alkyl,bond:C(=O)O_carboxylicAcid_alkyl
43,bond:C(=O)O_carboxylicAcid_aromatic,bond,C(=O)O,carboxylicAcid,aromatic,,bond:C(=O)O,bond:C(=O)O_carboxylicAcid,bond:C(=O)O_carboxylicAcid_aromatic,bond:C(=O)O_carboxylicAcid_aromatic
44,bond:C(=O)O_carboxylicAcid_generic,bond,C(=O)O,carboxylicAcid,generic,,bond:C(=O)O,bond:C(=O)O_carboxylicAcid,bond:C(=O)O_carboxylicAcid_generic,bond:C(=O)O_carboxylicAcid_generic
45,bond:C(=O)O_carboxylicEster_4-nitrophenol,bond,C(=O)O,carboxylicEster,4-nitrophenol,,bond:C(=O)O,bond:C(=O)O_carboxylicEster,bond:C(=O)O_carboxylicEster_4-nitrophenol,bond:C(=O)O_carboxylicEster_4-nitrophenol
46,bond:C(=O)O_carboxylicEster_acyclic,bond,C(=O)O,carboxylicEster,acyclic,,bond:C(=O)O,bond:C(=O)O_carboxylicEster,bond:C(=O)O_carboxylicEster_acyclic,bond:C(=O)O_carboxylicEster_acyclic
47,bond:C(=O)O_carboxylicEster_aliphatic,bond,C(=O)O,carboxylicEster,aliphatic,,bond:C(=O)O,bond:C(=O)O_carboxylicEster,bond:C(=O)O_carboxylicEster_aliphatic,bond:C(=O)O_carboxylicEster_aliphatic
48,bond:C(=O)O_carboxylicEster_alkenyl,bond,C(=O)O,carboxylicEster,alkenyl,,bond:C(=O)O,bond:C(=O)O_carboxylicEster,bond:C(=O)O_carboxylicEster_alkenyl,bond:C(=O)O_carboxylicEster_alkenyl
49,bond:C(=O)O_carboxylicEster_alkyl,bond,C(=O)O,carboxylicEster,alkyl,,bond:C(=O)O,bond:C(=O)O_carboxylicEster,bond:C(=O)O_carboxylicEster_alkyl,bond:C(=O)O_carboxylicEster_alkyl
50,bond:C(=O)O_carboxylicEster_aromatic,bond,C(=O)O,carboxylicEster,aromatic,,bond:C(=O)O,bond:C(=O)O_carboxylicEster,bond:C(=O)O_carboxylicEster_aromatic,bond:C(=O)O_carboxylicEster_aromatic
51,bond:C(=O)O_carboxylicEster_cyclic_b-propiolactone,bond,C(=O)O,carboxylicEster,cyclic_b-propiolactone,,bond:C(=O)O,bond:C(=O)O_carboxylicEster,bond:C(=O)O_carboxylicEster_cyclic_b-propiolactone,bond:C(=O)O_carboxylicEster_cyclic_b-propiolactone
52,bond:C(=O)O_carboxylicEster_N-hydroxytriazole_(aromatic),bond,C(=O)O,carboxylicEster,N-hydroxytriazole_(aromatic),,bond:C(=O)O,bond:C(=O)O_carboxylicEster,bond:C(=O)O_carboxylicEster_N-hydroxytriazole_(aromatic),bond:C(=O)O_carboxylicEster_N-hydroxytriazole_(aromatic)
53,bond:C(=O)O_carboxylicEster_O-pentafluorophenoxy,bond,C(=O)O,carboxylicEster,O-pentafluorophenoxy,,bond:C(=O)O,bond:C(=O)O_carboxylicEster,bond:C(=O)O_carboxylicEster_O-pentafluorophenoxy,bond:C(=O)O_carboxylicEster_O-pentafluorophenoxy
54,bond:C(=O)O_carboxylicEster_thio,bond,C(=O)O,carboxylicEster,thio,,bond:C(=O)O,bond:C(=O)O_carboxylicEster,bond:C(=O)O_carboxylicEster_thio,bond:C(=O)O_carboxylicEster_thio
55,bond:C=N_carbodiimide,bond,C=N,carbodiimide,,,bond:C=N,bond:C=N_carbodiimide,bond:C=N_carbodiimide,bond:C=N_carbodiimide
56,bond:C=N_carboxamidine_generic,bond,C=N,carboxamidine_generic,,,bond:C=N,bond:C=N_carboxamidine_generic,bond:C=N_carboxamidine_generic,bond:C=N_carboxamidine_generic
57,bond:C=N_guanidine_generic,bond,C=N,guanidine_generic,,,bond:C=N,bond:C=N_guanidine_generic,bond:C=N_guanidine_generic,bond:C=N_guanidine_generic
58,bond:C=N_imine_C(connect_H_gt_0),bond,C=N,imine,C(connect_H_gt_0),,bond:C=N,bond:C=N_imine,bond:C=N_imine_C(connect_H_gt_0),bond:C=N_imine_C(connect_H_gt_0)
59,bond:C=N_imine_N(connect_noZ),bond,C=N,imine,N(connect_noZ),,bond:C=N,bond:C=N_imine,bond:C=N_imine_N(connect_noZ),bond:C=N_imine_N(connect_noZ)
60,bond:C=N_imine_oxy,bond,C=N,imine,oxy,,bond:C=N,bond:C=N_imine,bond:C=N_imine_oxy,bond:C=N_imine_oxy
61,bond:C=O_acyl_halide,bond,C=O,acyl,halide,,bond:C=O,bond:C=O_acyl,bond:C=O_acyl_halide,bond:C=O_acyl_halide
62,bond:C=O_acyl_hydrazide,bond,C=O,acyl,hydrazide,,bond:C=O,bond:C=O_acyl,bond:C=O_acyl_hydrazide,bond:C=O_acyl_hydrazide
63,bond:C=O_aldehyde_alkyl,bond,C=O,aldehyde,alkyl,,bond:C=O,bond:C=O_aldehyde,bond:C=O_aldehyde_alkyl,bond:C=O_aldehyde_alkyl
64,bond:C=O_aldehyde_aromatic,bond,C=O,aldehyde,aromatic,,bond:C=O,bond:C=O_aldehyde,bond:C=O_aldehyde_aromatic,bond:C=O_aldehyde_aromatic
65,bond:C=O_aldehyde_generic,bond,C=O,aldehyde,generic,,bond:C=O,bond:C=O_aldehyde,bond:C=O_aldehyde_generic,bond:C=O_aldehyde_generic
66,bond:C=O_carbonyl_1_2-di,bond,C=O,carbonyl,1_2-di,,bond:C=O,bond:C=O_carbonyl,bond:C=O_carbonyl_1_2-di,bond:C=O_carbonyl_1_2-di
67,bond:C=O_carbonyl_ab-acetylenic,bond,C=O,carbonyl,ab-acetylenic,,bond:C=O,bond:C=O_carbonyl,bond:C=O_carbonyl_ab-acetylenic,bond:C=O_carbonyl_ab-acetylenic
68,bond:C=O_carbonyl_ab-unsaturated_aliphatic_(michael_acceptors),bond,C=O,carbonyl,ab-unsaturated,aliphatic_(michael_acceptors),bond:C=O,bond:C=O_carbonyl,bond:C=O_carbonyl_ab-unsaturated,bond:C=O_carbonyl_ab-unsaturated_aliphatic_(michael_acceptors)
69,bond:C=O_carbonyl_ab-unsaturated_generic,bond,C=O,carbonyl,ab-unsaturated,generic,bond:C=O,bond:C=O_carbonyl,bond:C=O_carbonyl_ab-unsaturated,bond:C=O_carbonyl_ab-unsaturated_generic
70,bond:C=O_carbonyl_azido,bond,C=O,carbonyl,azido,,bond:C=O,bond:C=O_carbonyl,bond:C=O_carbonyl_azido,bond:C=O_carbonyl_azido
71,bond:C=O_carbonyl_generic,bond,C=O,carbonyl,generic,,bond:C=O,bond:C=O_carbonyl,bond:C=O_carbonyl_generic,bond:C=O_carbonyl_generic
72,bond:C=S_acyl_thio_halide,bond,C=S,acyl_thio_halide,,,bond:C=S,bond:C=S_acyl_thio_halide,bond:C=S_acyl_thio_halide,bond:C=S_acyl_thio_halide
73,bond:C=S_carbonyl_thio_generic,bond,C=S,carbonyl,thio,generic,bond:C=S,bond:C=S_carbonyl,bond:C=S_carbonyl_thio,bond:C=S_carbonyl_thio_generic
74,bond:CC(=O)C_ketone_aliphatic_acyclic,bond,CC(=O)C,ketone,aliphatic,acyclic,bond:CC(=O)C,bond:CC(=O)C_ketone,bond:CC(=O)C_ketone_aliphatic,bond:CC(=O)C_ketone_aliphatic_acyclic
75,bond:CC(=O)C_ketone_aliphatic_generic,bond,CC(=O)C,ketone,aliphatic,generic,bond:CC(=O)C,bond:CC(=O)C_ketone,bond:CC(=O)C_ketone_aliphatic,bond:CC(=O)C_ketone_aliphatic_generic
76,bond:CC(=O)C_ketone_alkane_cyclic,bond,CC(=O)C,ketone,alkane_cyclic,,bond:CC(=O)C,bond:CC(=O)C_ketone,bond:CC(=O)C_ketone_alkane_cyclic,bond:CC(=O)C_ketone_alkane_cyclic
77,bond:CC(=O)C_ketone_alkane_cyclic_(C4),bond,CC(=O)C,ketone,alkane_cyclic,(C4),bond:CC(=O)C,bond:CC(=O)C_ketone,bond:CC(=O)C_ketone_alkane_cyclic,bond:CC(=O)C_ketone_alkane_cyclic_(C4)
78,bond:CC(=O)C_ketone_alkane_cyclic_(C5),bond,CC(=O)C,ketone,alkane_cyclic,(C5),bond:CC(=O)C,bond:CC(=O)C_ketone,bond:CC(=O)C_ketone_alkane_cyclic,bond:CC(=O)C_ketone_alkane_cyclic_(C5)
79,bond:CC(=O)C_ketone_alkane_cyclic_(C6),bond,CC(=O)C,ketone,alkane_cyclic,(C6),bond:CC(=O)C,bond:CC(=O)C_ketone,bond:CC(=O)C_ketone_alkane_cyclic,bond:CC(=O)C_ketone_alkane_cyclic_(C6)
80,bond:CC(=O)C_ketone_alkene_cyclic_(C6),bond,CC(=O)C,ketone,alkene_cyclic,(C6),bond:CC(=O)C,bond:CC(=O)C_ketone,bond:CC(=O)C_ketone_alkene_cyclic,bond:CC(=O)C_ketone_alkene_cyclic_(C6)
81,bond:CC(=O)C_ketone_alkene_cyclic_(C7),bond,CC(=O)C,ketone,alkene_cyclic,(C7),bond:CC(=O)C,bond:CC(=O)C_ketone,bond:CC(=O)C_ketone_alkene_cyclic,bond:CC(=O)C_ketone_alkene_cyclic_(C7)
82,bond:CC(=O)C_ketone_alkene_cyclic_2-en-1-one,bond,CC(=O)C,ketone,alkene_cyclic,2-en-1-one,bond:CC(=O)C,bond:CC(=O)C_ketone,bond:CC(=O)C_ketone_alkene_cyclic,bond:CC(=O)C_ketone_alkene_cyclic_2-en-1-one
83,bond:CC(=O)C_ketone_alkene_cyclic_2-en-1-one_generic,bond,CC(=O)C,ketone,alkene_cyclic,2-en-1-one_generic,bond:CC(=O)C,bond:CC(=O)C_ketone,bond:CC(=O)C_ketone_alkene_cyclic,bond:CC(=O)C_ketone_alkene_cyclic_2-en-1-one_generic
84,bond:CC(=O)C_ketone_alkene_cyclic_3-en-1-one,bond,CC(=O)C,ketone,alkene_cyclic,3-en-1-one,bond:CC(=O)C,bond:CC(=O)C_ketone,bond:CC(=O)C_ketone_alkene_cyclic,bond:CC(=O)C_ketone_alkene_cyclic_3-en-1-one
85,bond:CC(=O)C_ketone_alkene_generic,bond,CC(=O)C,ketone,alkene,generic,bond:CC(=O)C,bond:CC(=O)C_ketone,bond:CC(=O)C_ketone_alkene,bond:CC(=O)C_ketone_alkene_generic
86,bond:CC(=O)C_ketone_aromatic_aliphatic,bond,CC(=O)C,ketone,aromatic_aliphatic,,bond:CC(=O)C,bond:CC(=O)C_ketone,bond:CC(=O)C_ketone_aromatic_aliphatic,bond:CC(=O)C_ketone_aromatic_aliphatic
87,bond:CC(=O)C_ketone_generic,bond,CC(=O)C,ketone,generic,,bond:CC(=O)C,bond:CC(=O)C_ketone,bond:CC(=O)C_ketone_generic,bond:CC(=O)C_ketone_generic
88,bond:CC(=O)C_ketone_methyl_aliphatic,bond,CC(=O)C,ketone,methyl_aliphatic,,bond:CC(=O)C,bond:CC(=O)C_ketone,bond:CC(=O)C_ketone_methyl_aliphatic,bond:CC(=O)C_ketone_methyl_aliphatic
89,bond:CC(=O)C_quinone_1_2-benzo,bond,CC(=O)C,quinone,1_2-benzo,,bond:CC(=O)C,bond:CC(=O)C_quinone,bond:CC(=O)C_quinone_1_2-benzo,bond:CC(=O)C_quinone_1_2-benzo
90,bond:CC(=O)C_quinone_1_2-naphtho,bond,CC(=O)C,quinone,1_2-naphtho,,bond:CC(=O)C,bond:CC(=O)C_quinone,bond:CC(=O)C_quinone_1_2-naphtho,bond:CC(=O)C_quinone_1_2-naphtho
91,bond:CC(=O)C_quinone_1_4-benzo,bond,CC(=O)C,quinone,1_4-benzo,,bond:CC(=O)C,bond:CC(=O)C_quinone,bond:CC(=O)C_quinone_1_4-benzo,bond:CC(=O)C_quinone_1_4-benzo
92,bond:CC(=O)C_quinone_1_4-naphtho,bond,CC(=O)C,quinone,1_4-naphtho,,bond:CC(=O)C,bond:CC(=O)C_quinone,bond:CC(=O)C_quinone_1_4-naphtho,bond:CC(=O)C_quinone_1_4-naphtho
93,bond:CN_amine_alicyclic_generic,bond,CN_amine,alicyclic_generic,,,bond:CN_amine,bond:CN_amine_alicyclic_generic,bond:CN_amine_alicyclic_generic,bond:CN_amine_alicyclic_generic
94,bond:CN_amine_aliphatic_generic,bond,CN_amine,aliphatic_generic,,,bond:CN_amine,bond:CN_amine_aliphatic_generic,bond:CN_amine_aliphatic_generic,bond:CN_amine_aliphatic_generic
95,bond:CN_amine_alkyl_ethanolamine,bond,CN_amine,alkyl,ethanolamine,,bond:CN_amine,bond:CN_amine_alkyl,bond:CN_amine_alkyl_ethanolamine,bond:CN_amine_alkyl_ethanolamine
96,bond:CN_amine_alkyl_methanolamine,bond,CN_amine,alkyl,methanolamine,,bond:CN_amine,bond:CN_amine_alkyl,bond:CN_amine_alkyl_methanolamine,bond:CN_amine_alkyl_methanolamine
97,bond:CN_amine_aromatic_benzidine,bond,CN_amine,aromatic,benzidine,,bond:CN_amine,bond:CN_amine_aromatic,bond:CN_amine_aromatic_benzidine,bond:CN_amine_aromatic_benzidine
98,bond:CN_amine_aromatic_generic,bond,CN_amine,aromatic,generic,,bond:CN_amine,bond:CN_amine_aromatic,bond:CN_amine_aromatic_generic,bond:CN_amine_aromatic_generic
99,bond:CN_amine_aromatic_N-hydroxy,bond,CN_amine,aromatic,N-hydroxy,,bond:CN_amine,bond:CN_amine_aromatic,bond:CN_amine_aromatic_N-hydroxy,bond:CN_amine_aromatic_N-hydroxy
100,bond:CN_amine_pri-NH2_alkyl,bond,CN_amine,pri-NH2,alkyl,,bond:CN_amine,bond:CN_amine_pri-NH2,bond:CN_amine_pri-NH2_alkyl,bond:CN_amine_pri-NH2_alkyl
101,bond:CN_amine_pri-NH2_aromatic,bond,CN_amine,pri-NH2,aromatic,,bond:CN_amine,bond:CN_amine_pri-NH2,bond:CN_amine_pri-NH2_aromatic,bond:CN_amine_pri-NH2_aromatic
102,bond:CN_amine_pri-NH2_generic,bond,CN_amine,pri-NH2,generic,,bond:CN_amine,bond:CN_amine_pri-NH2,bond:CN_amine_pri-NH2_generic,bond:CN_amine_pri-NH2_generic
103,bond:CN_amine_sec-NH_alkyl,bond,CN_amine,sec-NH,alkyl,,bond:CN_amine,bond:CN_amine_sec-NH,bond:CN_amine_sec-NH_alkyl,bond:CN_amine_sec-NH_alkyl
104,bond:CN_amine_sec-NH_aromatic,bond,CN_amine,sec-NH,aromatic,,bond:CN_amine,bond:CN_amine_sec-NH,bond:CN_amine_sec-NH_aromatic,bond:CN_amine_sec-NH_aromatic
105,bond:CN_amine_sec-NH_aromatic_aliphatic,bond,CN_amine,sec-NH,aromatic_aliphatic,,bond:CN_amine,bond:CN_amine_sec-NH,bond:CN_amine_sec-NH_aromatic_aliphatic,bond:CN_amine_sec-NH_aromatic_aliphatic
106,bond:CN_amine_sec-NH_generic,bond,CN_amine,sec-NH,generic,,bond:CN_amine,bond:CN_amine_sec-NH,bond:CN_amine_sec-NH_generic,bond:CN_amine_sec-NH_generic
107,bond:CN_amine_ter-N_aliphatic,bond,CN_amine,ter-N,aliphatic,,bond:CN_amine,bond:CN_amine_ter-N,bond:CN_amine_ter-N_aliphatic,bond:CN_amine_ter-N_aliphatic
108,bond:CN_amine_ter-N_aromatic,bond,CN_amine,ter-N,aromatic,,bond:CN_amine,bond:CN_amine_ter-N,bond:CN_amine_ter-N_aromatic,bond:CN_amine_ter-N_aromatic
109,bond:CN_amine_ter-N_aromatic_aliphatic,bond,CN_amine,ter-N,aromatic_aliphatic,,bond:CN_amine,bond:CN_amine_ter-N,bond:CN_amine_ter-N_aromatic_aliphatic,bond:CN_amine_ter-N_aromatic_aliphatic
110,bond:CN_amine_ter-N_generic,bond,CN_amine,ter-N,generic,,bond:CN_amine,bond:CN_amine_ter-N,bond:CN_amine_ter-N_generic,bond:CN_amine_ter-N_generic
111,bond:CNO_amineOxide_aromatic,bond,CNO_amineOxide,aromatic,,,bond:CNO_amineOxide,bond:CNO_amineOxide_aromatic,bond:CNO_amineOxide_aromatic,bond:CNO_amineOxide_aromatic
112,bond:CNO_amineOxide_dimethyl_alkyl,bond,CNO_amineOxide,dimethyl,alkyl,,bond:CNO_amineOxide,bond:CNO_amineOxide_dimethyl,bond:CNO_amineOxide_dimethyl_alkyl,bond:CNO_amineOxide_dimethyl_alkyl
113,bond:CNO_amineOxide_generic,bond,CNO_amineOxide,generic,,,bond:CNO_amineOxide,bond:CNO_amineOxide_generic,bond:CNO_amineOxide_generic,bond:CNO_amineOxide_generic
114,bond:COC_ether_aliphatic,bond,COC_ether,aliphatic,,,bond:COC_ether,bond:COC_ether_aliphatic,bond:COC_ether_aliphatic,bond:COC_ether_aliphatic
115,bond:COC_ether_aliphatic__aromatic,bond,COC_ether,aliphatic,aromatic,,bond:COC_ether,bond:COC_ether_aliphatic,bond:COC_ether_aliphatic_aromatic,bond:COC_ether_aliphatic_aromatic
116,bond:COC_ether_alkenyl,bond,COC_ether,alkenyl,,,bond:COC_ether,bond:COC_ether_alkenyl,bond:COC_ether_alkenyl,bond:COC_ether_alkenyl
117,bond:COC_ether_aromatic,bond,COC_ether,aromatic,,,bond:COC_ether,bond:COC_ether_aromatic,bond:COC_ether_aromatic,bond:COC_ether_aromatic
118,bond:COH_alcohol_aliphatic_generic,bond,COH_alcohol,aliphatic_generic,,,bond:COH_alcohol,bond:COH_alcohol_aliphatic_generic,bond:COH_alcohol_aliphatic_generic,bond:COH_alcohol_aliphatic_generic
119,bond:COH_alcohol_alkene,bond,COH_alcohol,alkene,,,bond:COH_alcohol,bond:COH_alcohol_alkene,bond:COH_alcohol_alkene,bond:COH_alcohol_alkene
120,bond:COH_alcohol_alkene_acyclic,bond,COH_alcohol,alkene,acyclic,,bond:COH_alcohol,bond:COH_alcohol_alkene,bond:COH_alcohol_alkene_acyclic,bond:COH_alcohol_alkene_acyclic
